artist,title,album,recordLabel,sequence,programTitle,episodeTitle,episodeTimestamp
Fernando Rosales,Los Esqueletos,,Machuca,42,Gilles Peterson,"Joining The Musical Dots: Tara Lily, Black Thought & Nok Cultural Ensemble",2022-10-01T15:00:00+01:00
Gabriels,Mama,,Atlas Artists / Parlophone Records,43,Gilles Peterson,"Joining The Musical Dots: Tara Lily, Black Thought & Nok Cultural Ensemble",2022-10-01T15:00:00+01:00
Bugge wesseltoft / Henrik shwarz,Woodened stone,,,44,Gilles Peterson,"Joining The Musical Dots: Tara Lily, Black Thought & Nok Cultural Ensemble",2022-10-01T15:00:00+01:00
Edrix Puzzle,V11,,,45,Gilles Peterson,"Joining The Musical Dots: Tara Lily, Black Thought & Nok Cultural Ensemble",2022-10-01T15:00:00+01:00
Daphni,Fly Away,,,46,Gilles Peterson,"Joining The Musical Dots: Tara Lily, Black Thought & Nok Cultural Ensemble",2022-10-01T15:00:00+01:00
Highway Motion,Double O One Disco,,Freestyle Records,47,Gilles Peterson,"Joining The Musical Dots: Tara Lily, Black Thought & Nok Cultural Ensemble",2022-10-01T15:00:00+01:00
Lavias,Do You Want To Dance (Extended Version),,,48,Gilles Peterson,"Joining The Musical Dots: Tara Lily, Black Thought & Nok Cultural Ensemble",2022-10-01T15:00:00+01:00
Greg Henderson,Dreamin',,,49,Gilles Peterson,"Joining The Musical Dots: Tara Lily, Black Thought & Nok Cultural Ensemble",2022-10-01T15:00:00+01:00
The Whatnauts,Help Is On The Way,,,50,Gilles Peterson,"Joining The Musical Dots: Tara Lily, Black Thought & Nok Cultural Ensemble",2022-10-01T15:00:00+01:00
Sass,Do It,,,51,Gilles Peterson,"Joining The Musical Dots: Tara Lily, Black Thought & Nok Cultural Ensemble",2022-10-01T15:00:00+01:00
Joey DeFrancescoPharoah Sanders,The Creator Has A Master Plan,,Mack Avenue Records,0,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Takuro Okada,A Love Supreme,,Newhere Music,1,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Iman Houssein,Their Eyes,,BBE Music,2,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Shirley Nanette,Sometimes,,Big Crown Records,3,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Roy Ayers,Searching,,Universal Records,4,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
IZCO,She Wicked,,Unreleased,5,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
dreamcastmoeShungu,Don't Let Me Down,,BBE Music,6,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Commodo,Fear Loop,,Mysterious Trax,7,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Pharoah Sanders,You've Got to Have Freedom,,Theresa Records,8,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Makaya McCraven,"This Place, That Place",,"XL Recordings, International Anthem, Nonesuch",9,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Beth Orton,Rectify,,Astralwerks/EMI,10,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Terry Callier,Holdin' On (To Your Love),,Elektra,11,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Little DragonStefan Sandberg,PeaceStefan Sandberg,,Ninja Tune,12,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Alice ColtranePharoah Sanders,Journey In SatchidandaPharoah Sanders,,Impulse! Records,13,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Beth Orton,Fractals (Live at Maida Vale),,,14,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Beth Orton,Friday Night (Live at Maida Vale),,,15,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Beth Orton,Forever Young (Live at Maida Vale),,,16,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Flevans,It Takes The Whole Day,,Jalapeno Records,17,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Yaw Evans,Millenium Groove,,GD4YA,18,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Pharoah Sanders,Pharomba,,Arista Records,19,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Seguida,On Our Way,,Fania Records,20,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Geriboam,Copy 1,,,21,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
War,Galaxy (French Version),,Avenue Records,22,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Brooklyn Express,You Need a Change of Mind,,BC Records,23,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Brooklyn Express,Back In Time,,BC Records,24,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Kyoto Jazz Massive,Astral Ascension,,Extra Freedom,25,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Kyoto Jazz Sextet,Succotash,,Blue Note,26,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Sleep WalkerPharoah Sanders,The VoyagePharoah Sanders,,Especial Records,27,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Pharoah Sanders,Japan,,Impulse! Records,28,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Sameer Ahmad,Genesis,,"Bad Cop Bad Cop, iHH Records",29,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Pharoah Sanders,Astral Traveling,,Impulse! Records,30,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Pharoah Sanders,Prince Of Peace,,Jazzman Records,31,Gilles Peterson,"Joining The Musical Dots: Beth Orton & Friends, Shuya Okino",2022-09-24T15:00:00+01:00
Duke Ellington,Sunset and the Mockingbird,,Pablo Records,0,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Charles Stepney,Roll Tape,,International Anthem,1,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Makaya McCraven,The Fours,,International Anthem,2,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Tony Allen,There's No End,,There Is No End,3,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Kham Meslien,Ta confidence,,Heavenly Sweetness,4,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Qur'an Shaheed,Thrive,,BBE Music,5,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Jonah Yano,Always,,Innovative Leisure,6,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Su Ra Arkestra,Chopin,,Omni Sound,7,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Florence Adooni,Fo Yelle,,Philphon,8,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Alhaji Waziri Oshomah,Forgive Them Oh God Amin - Amin,,Luaka Bop,9,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Karen Nyama KG,Taboo (Dub),,Black Acre,10,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Ghostchant,Sincerity (K3:lu Remix),,Tangential Music,11,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
La Perla,Chicharachera,,MamboNegroRecords,12,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Los Corraleros de Majagual,Mondongo,,Vampisoul,13,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Crown Heights Affair,Dreaming A Dream (Disco),,,14,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Chic,Open Up,,Atlantic,15,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Goldie Alexander,Show You My Love,,UNIDISC MUSIC INC.,16,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
STR4TA,Turn Me Around,,Brownswood Recordings,17,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Charles Stepney,Black Gold,,International Anthem,18,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Minnie Riperton,Les Fleurs,,GRT,19,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Ramsey Lewis,Dear Prudence,,KMO Music,20,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Ramsey LewisStevie Wonder,Spring High,,CBS,21,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Yazmin Lacey,90 Degrees,,First Word Records,22,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Alan Hawkshaw,Mystique,,KMO Music,23,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Yazmin Lacey,Marie,,Future Bubblers,24,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Mansur Brown,Rise,,Amai Records,25,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Yazmin LaceyJoe Armon‐Jones,Something My Heart Trusts (Live at Poisson Rouge 2019),,,26,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Magician,Bazaar,,Morgan Blue Town,27,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Yazmin Lacey,Pieces,,Own Your Own Records,28,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Wanda Sá,Tristeza de Amar,,Vampi Soul,29,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Chassol,I Figli Morti,,Tricatel,30,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
MJ Cole,Waiting For The Day,,Talkin' Loud,31,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Sherrick,Just Call,,Warner Bros. Records,32,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Ronald Langestraat,Double Star,,South of North,33,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Arjuna Oakes & Serebii,Flavour,,Innovative Leisure,34,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
George Riley,Delusion,,PLZ Make It Ruins,35,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Thelonious Monk,Round Midnight,,Blue Note,36,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Church Of God Christ Choir,Lord Deliver Us,,,37,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Roge,Existe Uma Voz,,Diamond West Records,38,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
The Brother Moves On,Bayakhala,,Native Rebel Recordings,39,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Born Under a Rhyming Planet,Fete,,DDS,40,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Frankie Knuckles,Your Love,,Trax Records,41,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Roy Ayers,Sweet Butterfly Of Love,,Polydor Records,42,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Roy Ayers,Sweet Tears,,Polydor Records,43,Gilles Peterson,Joining The Musical Dots: Beth Orton & Friends at Maida Vale,2022-09-17T15:00:00+01:00
Fracture,860,,Astrophonica,42,Gilles Peterson,Joining the musical dots: Maya Delilah & Conor Albert,2022-10-08T15:00:00+01:00
Freddie HubbardTed NashCraig Handy,Red ClayTed NashCraig Handy,,CTI Records,0,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Gabriels,Angels & Queens,,Atlas Artists / Parlophone Records,1,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Chaka Khan,Live In Me,,ABC Records,2,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Ryan Porter,The Black Flame,,,3,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
"Grover Washington, Jr.",Hydra,,Verve Reissues,4,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Ari Lennox,POF,,Dreamville / Interscope,5,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Joyce Moreno,Ciclo Da Vida,,Far Out Recordings,6,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Sun Ra Arkestra,Somebody Else's Idea,,,7,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Crow Billiken,Illini Blues,,Ruby Yacht,8,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
R.A.P. FerreiraHemlock Ernst,mythsysizer instinctHemlock Ernst,,Ruby Yacht,9,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Emmeline,Frank,,,10,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Raffy Bushman,Feel The Morning,,New Soil,11,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Black ThoughtMichael Kiwanuka,AquamarineMichael Kiwanuka,,BMG,12,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Black Thought,Identical Deaths,,BMG,13,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Yaahn Hunter JR.Ana Pshokina,Vintage Chill VibesAna Pshokina,,Yhuntermusic Productions,14,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Ari Lennox,Mean Mug,,Dreamville / Interscope,15,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Fafá de Belém,Gostoso,,Philips,16,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Joni & Z,Nem Voce Pode Entender,,Tapecar,17,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Joyce Moreno,Pega Leve,,Far Out Recordings,18,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Tamba 4,Samba Blim,,A&M Records,19,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
BatidaLia de Itamaraca´DJ Dolores,Tem Dor (Africa de Itamaraca´)Lia de Itamaraca´DJ Dolores,,Crammed Discs Belgium,20,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
BatidaJoa~o Morgado,Sou Eu!Joa~o Morgado,,Crammed Discs Belgium,21,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Batida,Sou Eu! REMIX,,,22,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Sault,Don't Shoot Batida,,,23,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Aida Al Hani,Kafeja Gati,,Rocket Recordings,24,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Nyati Mayi & The Astral Synth Transmitters,Lolokele,,Rocket Recordings,25,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Miles Davis,Human Nature (Alternate),,Pearl Hunters,26,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Tara Lily,Niama,,,27,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Asha Puthli,Space Talk,,,28,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Photek,Rings Around Saturn (Peshay & Decoder Remix),,Science,29,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Tara Lily,Don't Explain,,,30,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
SUCHI,Seher (Edit),,,31,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Ian Fink,Moonlite (Duality,,,32,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Nok Cultural Ensemble,Njhyi,,,33,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Nok Cultural Ensemble,Nietatangwat,,,34,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Nok Cultural EnsembleSimelineSulyiman,KyangmaSimelineSulyiman,,,35,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Nok Cultural Ensemble,Ancestral Visions,,,36,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Nok Cultural EnsembleAngel Bat Dawid,EnlightenmentAngel Bat Dawid,,,37,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Nok Cultural EnsembleNubya Garcia,Y.T.T.T.Nubya Garcia,,,38,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Nok Cultural EnsembleTheon Cross,AwakeningTheon Cross,,,39,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
BCUC,Elektronikaliza,,On The Corner Records,40,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Seun Kuti,Love and Revolution (Live),,,41,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Fernando Rosales,Los Esqueletos,,Machuca,42,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Gabriels,Mama,,Atlas Artists / Parlophone Records,43,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Bugge wesseltoft / Henrik shwarz,Woodened stone,,,44,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Edrix Puzzle,V11,,,45,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Daphni,Fly Away,,,46,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Highway Motion,Double O One Disco,,Freestyle Records,47,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Lavias,Do You Want To Dance (Extended Version),,,48,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Greg Henderson,Dreamin',,,49,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
The Whatnauts,Help Is On The Way,,,50,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Sass,Do It,,,51,Gilles Peterson,01/10/2022,2022-10-01T15:00:00+01:00
Aswad,Hey Jah Children,,Chrysalis,0,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Tenor Saw,Ring The Alarm,,Techniques,1,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Thee Sacred Souls,Future Lover,,Penrose/Daptone Records,2,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
The Pro-Teens,Curls,,College Of Knowledge Records,3,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
MF DOOM,Curls,,Stonesthrow Records,4,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Quasimodo,Come On Feet,,Stonesthrow Records,5,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
FRED,C'mon Feet,,Mad About Records,6,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
