artist,title,album,recordLabel,sequence,programTitle,episodeTitle,episodeTimestamp
Machine,Only People Can Save The World,,Essential Media Group,7,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Swindle,Miss Kane,,Blue Note,8,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Louis Cole,I'm Tight,,Brainfeeder,9,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
George Michael,Careless Whisper (Alex Patchwork Remix),,,10,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Lee “Scratch” Perry,Chase The Devil,,,11,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Lionel LouekeGilles Peterson,Butterfly,,Edition Records,12,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Kenny Beats,Hot Hand,,XL Recordings,13,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Steve Lehman,Dual Ndoxol,,22 Sound Records,14,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Sarathy KorwarPhotay,Utopia Is A Colonial ProjectPhotay,,The Leaf Label,15,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Nikki Nair,It's NP Complicated,,Astrophonica,16,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Rahsaan Roland Kirk,Three For The Festival (Live at Ronnie Scott's 1963),,Gearbox,17,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Roger Damawuzan,Red Light,,Hot Casa Records,18,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Afrodesia,How High Is High,,,19,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Milton Jackson,Closure,,,20,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Marcos Valle,Estrelar,,Som Livre,21,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Roge,Pra Vida,,Fatiado Discos,22,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Marconi Notaro,Maracatu,,,23,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Wu-LuDemae,Take Stage (Live at BBC Maida Vale)Demae,,,24,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Wu-LuAsha Lorenz,Night Pill (Live at BBC Maida Vale)Asha Lorenz,,,25,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Wu-LuSkye,Calo Paste (Live at BBC Maida Vale)Skye,,,26,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Pharoah Sanders,Prince Of Peace,,Strata-East,27,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Sam Wilkes & Jacob Mann,Dr. T,,LEAVING RECORDS,28,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Donald,"A Ver, A Ver (Ric Piccolo)",,Soundway Records,29,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Eddie Chacon,Holy Hell,,Day End Records,30,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Poison Zcora,Watch Them Steal An Ancient Abacus,,,31,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Julian y su Combo,Enyere Kumbara,,Vampi Soul Records,32,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Fela Kuti,Shakara,,EMI,33,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Ezra CollectiveSampa the Great,Life Goes OnSampa the Great,,Partisan Records,34,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Joey DeFrancesco,Thriller,,HighNote Records,35,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Lupe Fiasco,DRILL MUSIC IN ZION,,1st and 15th too,36,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Lupe Fiasco,"Kick, Push",,1st & 15th/Atlantic,37,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Lupe FiascoAyesha Jaco,The Lion's DeenAyesha Jaco,,1st and 15th too,38,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Lupe Fiasco,Ghoti,,1st and 15th too,39,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Lupe FiascoVirgil Abloh,Homme MadeVirgil Abloh,,1st and 15th too,40,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Lupe FiascoVirgil Abloh,ShoesVirgil Abloh,,1st and 15th and Thirty Tigers,41,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Lupe Fiasco,Ms Mural,,1st and 15th too,42,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Milt Robinson,What It Is,,,43,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Joyce Moreno,You're Listening To Gilles Peterson,,,44,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Joyce Moreno,Descompassdamente,,Far Out Recordings,45,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Elk,Mr Sadness,,Warm Records,46,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Billy Valentine,We The People Who Are Darker Than Blue,,Acid Jazz Records,47,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Spirit of Sundaze EnsembleWayne Snow,Mine To GiveWayne Snow,,Secretsundaze,48,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Trussel,Love Injection,,Elektra,49,Gilles Peterson,"Joining The Musical Dots: Lupe Fiasco, Wu-Lu & Friends",2022-09-03T15:00:00+01:00
Joey DeFrancescoPharoah Sanders,The Creator Has A Master Plan,,Mack Avenue Records,0,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Takuro Okada,A Love Supreme,,Newhere Music,1,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Iman Houssein,Their Eyes,,BBE Music,2,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Shirley Nanette,Sometimes,,Big Crown Records,3,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Roy Ayers,Searching,,Universal Records,4,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
IZCO,She Wicked,,Unreleased,5,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
dreamcastmoeShungu,Don't Let Me Down,,BBE Music,6,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Commodo,Fear Loop,,Mysterious Trax,7,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Pharoah Sanders,You've Got to Have Freedom,,Theresa Records,8,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Makaya McCraven,"This Place, That Place",,"XL Recordings, International Anthem, Nonesuch",9,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Beth Orton,Rectify,,Astralwerks/EMI,10,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Terry Callier,Holdin' On (To Your Love),,Elektra,11,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Little DragonStefan Sandberg,PeaceStefan Sandberg,,Ninja Tune,12,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Alice ColtranePharoah Sanders,Journey In SatchidandaPharoah Sanders,,Impulse! Records,13,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Beth Orton,Fractals (Live at Maida Vale),,,14,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Beth Orton,Friday Night (Live at Maida Vale),,,15,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Beth Orton,Forever Young (Live at Maida Vale),,,16,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Flevans,It Takes The Whole Day,,Jalapeno Records,17,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Yaw Evans,Millenium Groove,,GD4YA,18,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Pharoah Sanders,Pharomba,,Arista Records,19,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Seguida,On Our Way,,Fania Records,20,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Geriboam,Copy 1,,,21,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
War,Galaxy (French Version),,Avenue Records,22,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Brooklyn Express,You Need a Change of Mind,,BC Records,23,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Brooklyn Express,Back In Time,,BC Records,24,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Kyoto Jazz Massive,Astral Ascension,,Extra Freedom,25,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Kyoto Jazz Sextet,Succotash,,Blue Note,26,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Sleep WalkerPharoah Sanders,The VoyagePharoah Sanders,,Especial Records,27,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Pharoah Sanders,Japan,,Impulse! Records,28,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Sameer Ahmad,Genesis,,"Bad Cop Bad Cop, iHH Records",29,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Pharoah Sanders,Astral Traveling,,Impulse! Records,30,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Pharoah Sanders,Prince Of Peace,,Jazzman Records,31,Gilles Peterson,24/09/2022,2022-09-24T15:00:00+01:00
Sam Gendel,"Uroko (鱗, fish scales)",,Leaving Records,0,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Michael HendersonRoberter Flack,At The Concert,,Buddah Records,1,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Paul Randolph,Fall Away,,Sun Temple Records,2,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Andy Hay,Lost Lonnie,,not on label,3,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Pharoah Sanders,Astral Travelling,,MCA Impulse!,4,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Kahil El’Zabar Quartet,Summertime,,Spiritmuse Records,5,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Ethnic Heritage Ensemble,Pharoah,,Spiritmuse Records,6,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Kahil El’Zabar Quartet,Katon,,Spiritmuse Records,7,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Kahil El'Zabar & Ritual TrioPharoah Sanders,Africanos/Latinos,,Delmark Records,8,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
John MartynKahil El’Zabar,Go Down Easy,,Craft Recordings,9,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Kahil El’Zabar,He's Got The World In His Hands (Henrik Schewarz Remix),,Deeper SOul Recordings,10,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Isaiah CollierThe Chosen Few,Cosmic Transitions,,Division 81,11,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Infinite Spirit Music,Bright Tune,,Jazzman,12,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Kahil El’Zabar,How Can We Mend A Broken Heart,,Spiritmuse,13,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Jaimie Branch,Nuevo Roquero Estereo,,International Anthem Recording,14,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Jaimie Branch,Theme 002,,International Anthem Recordings,15,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Medicine Singers,Sunset,,Joyful Noise,16,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
JoakimThe Chosen Few,Waves Ahead,,Tigersushi Records,17,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Jaimie Branch,Prayer For Amerikkka pt. 1 & 2,,International Anthem Recording,18,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
KOKOROKO,Home (live recording),,N/A,19,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Vieux Farka TouréKhruangbin,Savanne,,Dead Oceans,20,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Christian Besa Wright,Cherry Blossom Oak,,Christian Besa Wright,21,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Cy Timmons,Nowhere,,Erewhon Music,22,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
V.C.R,TRiP,,Leaving Records,23,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Mystery Kindaichi Band,Yatsuhakamura (Eight Village Grace),,Wewantsounds,24,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Gene Harris,Losalamitos,,Blue Note,25,Gilles Peterson,Joining The Musical Dots: Kahil El'Zabar and Isaiah Collier,2022-08-27T15:00:00+01:00
Duke Ellington,Sunset and the Mockingbird,,Pablo Records,0,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Charles Stepney,Roll Tape,,International Anthem,1,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Makaya McCraven,The Fours,,International Anthem,2,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Tony Allen,There's No End,,There Is No End,3,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Kham Meslien,Ta confidence,,Heavenly Sweetness,4,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Qur'an Shaheed,Thrive,,BBE Music,5,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Jonah Yano,Always,,Innovative Leisure,6,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Su Ra Arkestra,Chopin,,Omni Sound,7,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Florence Adooni,Fo Yelle,,Philphon,8,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Alhaji Waziri Oshomah,Forgive Them Oh God Amin - Amin,,Luaka Bop,9,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Karen Nyama KG,Taboo (Dub),,Black Acre,10,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Ghostchant,Sincerity (K3:lu Remix),,Tangential Music,11,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
La Perla,Chicharachera,,MamboNegroRecords,12,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Los Corraleros de Majagual,Mondongo,,Vampisoul,13,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Crown Heights Affair,Dreaming A Dream (Disco),,,14,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Chic,Open Up,,Atlantic,15,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Goldie Alexander,Show You My Love,,UNIDISC MUSIC INC.,16,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
STR4TA,Turn Me Around,,Brownswood Recordings,17,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Charles Stepney,Black Gold,,International Anthem,18,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Minnie Riperton,Les Fleurs,,GRT,19,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Ramsey Lewis,Dear Prudence,,KMO Music,20,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Ramsey LewisStevie Wonder,Spring High,,CBS,21,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Yazmin Lacey,90 Degrees,,First Word Records,22,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Alan Hawkshaw,Mystique,,KMO Music,23,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Yazmin Lacey,Marie,,Future Bubblers,24,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Mansur Brown,Rise,,Amai Records,25,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Yazmin LaceyJoe Armon‐Jones,Something My Heart Trusts (Live at Poisson Rouge 2019),,,26,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Magician,Bazaar,,Morgan Blue Town,27,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Yazmin Lacey,Pieces,,Own Your Own Records,28,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Wanda Sá,Tristeza de Amar,,Vampi Soul,29,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Chassol,I Figli Morti,,Tricatel,30,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
MJ Cole,Waiting For The Day,,Talkin' Loud,31,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Sherrick,Just Call,,Warner Bros. Records,32,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Ronald Langestraat,Double Star,,South of North,33,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Arjuna Oakes & Serebii,Flavour,,Innovative Leisure,34,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
George Riley,Delusion,,PLZ Make It Ruins,35,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Thelonious Monk,Round Midnight,,Blue Note,36,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Church Of God Christ Choir,Lord Deliver Us,,,37,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Roge,Existe Uma Voz,,Diamond West Records,38,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
The Brother Moves On,Bayakhala,,Native Rebel Recordings,39,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Born Under a Rhyming Planet,Fete,,DDS,40,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Frankie Knuckles,Your Love,,Trax Records,41,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Roy Ayers,Sweet Butterfly Of Love,,Polydor Records,42,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Roy Ayers,Sweet Tears,,Polydor Records,43,Gilles Peterson,17/09/2022,2022-09-17T15:00:00+01:00
Roger Fakhir,Keep Going,,Habibi Funk,0,Gilles Peterson,Joining The Musical Dots: All Points East Highlights,2022-08-20T15:00:00+01:00
Akusmi,Concrescence,,Tonal Union Records,1,Gilles Peterson,Joining The Musical Dots: All Points East Highlights,2022-08-20T15:00:00+01:00
Hudson Mohawke,Ingle Nook,,Warp Records,2,Gilles Peterson,Joining The Musical Dots: All Points East Highlights,2022-08-20T15:00:00+01:00
muva of Earth,High,,Brownswood Recordings,3,Gilles Peterson,Joining The Musical Dots: All Points East Highlights,2022-08-20T15:00:00+01:00
Lupe Fiasco,DRILL MUSIC IN ZION,,1st & 15th Too and Thirty Tigers,4,Gilles Peterson,Joining The Musical Dots: All Points East Highlights,2022-08-20T15:00:00+01:00
Jasmine Myra,New Beginnings,,Gondwana Records,5,Gilles Peterson,Joining The Musical Dots: All Points East Highlights,2022-08-20T15:00:00+01:00
Brian Auger,Whenever You're Ready,,Soul Bank Music,6,Gilles Peterson,Joining The Musical Dots: All Points East Highlights,2022-08-20T15:00:00+01:00
